"","서적명","sum_sales","순위"
"1387",2247,0,162
"1388",2249,0,162
"1389",2250,0,162
"1390",2251,0,162
"1391",2252,0,162
"1392",2253,0,162
"1393",2254,0,162
"1394",2255,0,162
"1395",2256,0,162
"1396",2257,0,162
"1397",2258,0,162
"1398",2259,0,162
"1399",2260,0,162
"1400",2262,0,162
"1401",2263,0,162
"1402",2264,0,162
"1403",2269,0,162
"1404",2270,0,162
"1405",2271,0,162
"1406",2272,0,162
"1407",2273,0,162
"1408",2274,0,162
"1409",2276,0,162
"1410",2277,0,162
"1411",2278,0,162
"1412",2283,200600,154
"1413",2284,0,162
"1414",2285,1829638727.5,25
"1415",2286,0,162
"1416",2290,0,162
"1417",2291,0,162
"1418",2292,0,162
"1419",2293,0,162
"1420",2294,0,162
"1421",2295,0,162
"1422",2296,0,162
"1423",2297,0,162
"1424",2301,0,162
"1425",2305,0,162
"1426",2306,0,162
"1427",2309,0,162
"1428",2312,0,162
"1429",2314,0,162
"1430",2315,0,162
"1431",2316,0,162
"1432",2317,0,162
"1433",2318,0,162
"1434",2319,0,162
"1435",2320,0,162
"1436",2321,0,162
"1437",2322,0,162
"1438",2327,0,162
"1439",2330,828.75,161
"1440",2332,0,162
"1441",2333,0,162
"1442",2334,0,162
"1443",2335,0,162
"1444",2336,0,162
"1445",2337,0,162
"1446",2342,0,162
"1447",2344,0,162
"1448",2346,0,162
"1449",2347,0,162
"1450",2348,0,162
"1451",2349,0,162
"1452",2350,0,162
"1453",2351,0,162
"1454",2352,0,162
"1455",2353,0,162
"1456",2354,0,162
"1457",2356,0,162
"1458",2358,0,162
"1459",2359,0,162
"1460",2360,0,162
"1461",2361,0,162
"1462",2362,0,162
"1463",2363,0,162
"1464",2364,0,162
"1465",2365,0,162
"1466",2366,0,162
"1467",2367,0,162
"1468",2368,71084607.5,74
"1469",2376,0,162
"1470",2377,0,162
"1471",2378,0,162
"1472",2380,0,162
"1473",2381,0,162
"1474",2382,0,162
"1475",2385,0,162
"1476",2386,0,162
"1477",2389,0,162
"1478",2394,0,162
"1479",2395,99598879625,2
"1480",2396,0,162
"1481",2397,0,162
"1482",2400,0,162
"1483",2403,0,162
"1484",2404,0,162
"1485",2406,0,162
"1486",2408,0,162
"1487",2409,0,162
"1488",2410,0,162
"1489",2411,0,162
"1490",2412,0,162
"1491",2413,0,162
"1492",2414,0,162
"1493",2415,0,162
"1494",2416,0,162
"1495",2417,0,162
"1496",2418,0,162
"1497",2420,3425279000,18
"1498",2423,0,162
"1499",2424,0,162
"1500",2425,0,162
"1501",2426,0,162
"1502",2427,0,162
"1503",2428,0,162
"1504",2429,0,162
"1505",2431,0,162
"1506",2432,0,162
"1507",2433,0,162
"1508",2434,0,162
"1509",2435,0,162
"1510",2436,0,162
"1511",2437,0,162
"1512",2438,0,162
"1513",2439,0,162
"1514",2440,0,162
"1515",2442,0,162
"1516",2443,0,162
"1517",2444,0,162
"1518",2445,0,162
"1519",2446,0,162
"1520",2447,0,162
"1521",2448,0,162
"1522",2449,0,162
"1523",2450,10193625,114
"1524",2457,139496050,63
"1525",2458,5847150,123
"1526",2459,13142700,109
"1527",2460,0,162
"1528",2461,0,162
"1529",2463,0,162
"1530",2465,0,162
"1531",2470,0,162
"1532",2474,0,162
"1533",2477,0,162
"1534",2478,0,162
"1535",2481,0,162
"1536",2482,0,162
"1537",2489,0,162
"1538",2490,3481464765,17
"1539",2491,0,162
"1540",2492,0,162
"1541",2493,0,162
"1542",2494,0,162
"1543",2495,0,162
"1544",2496,0,162
"1545",2497,0,162
"1546",2498,0,162
"1547",2499,0,162
"1548",2500,0,162
"1549",2506,0,162
"1550",2507,0,162
"1551",2508,0,162
"1552",2509,0,162
"1553",2510,0,162
"1554",2511,0,162
"1555",2512,0,162
"1556",2513,0,162
"1557",2514,0,162
"1558",2516,0,162
"1559",2518,2028100,138
"1560",2519,0,162
"1561",2520,0,162
"1562",2521,0,162
"1563",2522,0,162
"1564",2523,0,162
"1565",2524,0,162
"1566",2525,0,162
"1567",2526,0,162
"1568",2527,0,162
"1569",2528,0,162
"1570",2529,362788925,42
"1571",2530,0,162
"1572",2531,0,162
"1573",2532,0,162
"1574",2533,0,162
"1575",2535,0,162
"1576",2536,300050,149
"1577",2537,0,162
"1578",2539,0,162
"1579",2540,0,162
"1580",2541,0,162
"1581",2542,0,162
"1582",2548,0,162
"1583",2557,0,162
"1584",2561,0,162
"1585",2562,0,162
"1586",2563,0,162
"1587",2564,0,162
"1588",2574,0,162
"1589",2580,0,162
"1590",2581,0,162
"1591",2582,0,162
"1592",2583,0,162
"1593",2584,0,162
"1594",2585,0,162
"1595",2586,0,162
"1596",2587,0,162
"1597",2588,0,162
"1598",2589,0,162
"1599",2590,0,162
"1600",2591,0,162
"1601",2592,0,162
"1602",2594,0,162
"1603",2595,0,162
"1604",2596,0,162
"1605",2597,0,162
"1606",2598,0,162
"1607",2599,0,162
"1608",2600,0,162
"1609",2601,0,162
"1610",2602,0,162
"1611",2603,0,162
"1612",2604,0,162
"1613",2605,0,162
"1614",2606,0,162
"1615",2608,0,162
"1616",2609,0,162
"1617",2610,0,162
"1618",2611,0,162
"1619",2612,0,162
"1620",2613,0,162
"1621",2614,0,162
"1622",2615,0,162
"1623",2616,0,162
"1624",2618,0,162
"1625",2619,0,162
"1626",2620,0,162
"1627",2621,0,162
"1628",2622,0,162
"1629",2623,0,162
"1630",2624,0,162
"1631",2625,0,162
"1632",2626,0,162
"1633",2627,0,162
"1634",2628,0,162
"1635",2629,0,162
"1636",2630,0,162
"1637",2631,0,162
"1638",2632,0,162
"1639",2633,0,162
"1640",2634,0,162
"1641",2635,8942000,116
"1642",2636,0,162
"1643",2639,0,162
"1644",2640,0,162
"1645",2641,0,162
"1646",2642,0,162
"1647",2643,0,162
"1648",2644,0,162
"1649",2645,0,162
"1650",2646,0,162
"1651",2647,0,162
"1652",2648,0,162
"1653",2649,0,162
"1654",2650,0,162
"1655",2651,0,162
"1656",2652,0,162
"1657",2653,0,162
"1658",2654,0,162
"1659",2655,0,162
"1660",2656,0,162
"1661",2657,0,162
"1662",2658,130324975,66
"1663",2659,38250,158
"1664",2660,0,162
"1665",2661,0,162
"1666",2662,0,162
"1667",2663,0,162
"1668",2664,0,162
"1669",2665,0,162
"1670",2668,0,162
"1671",2669,0,162
"1672",2670,0,162
"1673",2671,0,162
"1674",2672,0,162
"1675",2673,0,162
"1676",2674,68293250,76
"1677",2675,69020000,75
"1678",2676,0,162
"1679",2677,0,162
"1680",2678,0,162
"1681",2679,0,162
"1682",2680,0,162
"1683",2681,0,162
"1684",2682,0,162
"1685",2683,0,162
"1686",2684,0,162
"1687",2688,0,162
"1688",2690,0,162
"1689",2691,0,162
"1690",2692,0,162
"1691",2693,0,162
"1692",2694,0,162
"1693",2695,0,162
"1694",2696,0,162
"1695",2697,0,162
"1696",2698,0,162
"1697",2699,0,162
"1698",2700,0,162
"1699",2701,0,162
"1700",2702,0,162
"1701",2703,0,162
"1702",2704,0,162
"1703",2705,0,162
"1704",2706,0,162
"1705",2707,0,162
"1706",2708,0,162
"1707",2709,0,162
"1708",2710,0,162
"1709",2712,0,162
"1710",2713,0,162
"1711",2714,0,162
"1712",2715,0,162
"1713",2716,0,162
"1714",2717,0,162
"1715",2718,0,162
"1716",2719,0,162
"1717",2720,0,162
"1718",2721,0,162
"1719",2723,0,162
"1720",2726,0,162
"1721",2728,0,162
"1722",2729,0,162
"1723",2731,0,162
"1724",2732,0,162
"1725",2733,0,162
"1726",2734,0,162
"1727",2735,0,162
"1728",2736,0,162
"1729",2737,0,162
"1730",2738,0,162
"1731",2740,0,162
"1732",2741,1125.315,160
"1733",2742,0,162
"1734",2745,0,162
"1735",2750,0,162
"1736",2751,0,162
"1737",2752,0,162
"1738",2753,0,162
"1739",2754,0,162
"1740",2755,0,162
"1741",2756,0,162
"1742",2759,0,162
"1743",2761,0,162
"1744",2762,0,162
"1745",2763,0,162
"1746",2764,0,162
"1747",2765,0,162
"1748",2772,0,162
"1749",2773,0,162
"1750",2774,0,162
"1751",2775,0,162
"1752",2776,178653255,56
"1753",2777,0,162
"1754",2778,0,162
"1755",2779,0,162
"1756",2782,0,162
"1757",2783,0,162
"1758",2784,0,162
"1759",2785,0,162
"1760",2786,0,162
"1761",2787,0,162
"1762",2788,0,162
"1763",2789,0,162
"1764",2790,0,162
"1765",2791,0,162
"1766",2792,0,162
"1767",2793,0,162
"1768",2794,0,162
"1769",2795,0,162
"1770",2796,0,162
"1771",2797,0,162
"1772",2798,0,162
"1773",2799,0,162
"1774",2800,0,162
"1775",2801,0,162
"1776",2802,0,162
"1777",2803,0,162
"1778",2804,0,162
"1779",2805,0,162
"1780",2806,0,162
"1781",2807,0,162
"1782",2808,0,162
"1783",2809,0,162
"1784",2812,0,162
"1785",2813,0,162
"1786",2815,0,162
"1787",2816,0,162
"1788",2817,0,162
"1789",2819,0,162
"1790",2822,0,162
"1791",2823,0,162
"1792",2825,0,162
"1793",2827,0,162
"1794",2828,0,162
"1795",2830,0,162
"1796",2832,0,162
"1797",2833,0,162
"1798",2834,0,162
"1799",2836,0,162
"1800",2837,0,162
"1801",2840,0,162
"1802",2842,0,162
"1803",2843,0,162
"1804",2844,133009275,65
"1805",2845,0,162
"1806",2848,1449250,140
"1807",2851,0,162
"1808",2854,0,162
"1809",2855,20471098.25,103
"1810",2856,26921200,97
"1811",2857,0,162
"1812",2861,43243325,88
"1813",2862,0,162
"1814",2863,0,162
"1815",2864,0,162
