##Data from database: WDI												
##Last Updated: 05/06/2014												
SeriesName	SeriesCode	Country	CountryCode	2004	2005	2006	2007	2008	2009	2010	2011	2012
GDP per capita (current US$)	NY.GDP.PCAP.CD	Papua New Guinea	PNG	660.1899982	804.0711094	896.3948787	989.3194596	1222.793585	1180.431925	1382.143749	1767.238662	2184.163461
GDP per capita (current US$)	NY.GDP.PCAP.CD	Paraguay	PRY	1386.746044	1479.403769	1772.635329	2259.082735	2967.406362	2513.62828	3100.50164	3956.729482	3813.471488
GDP per capita (current US$)	NY.GDP.PCAP.CD	Peru	PER	2544.351348	2863.48046	3297.5558	3794.502643	4525.220049	4495.159279	5386.007238	6112.164626	6795.772498
GDP per capita (current US$)	NY.GDP.PCAP.CD	Philippines	PHL	1084.765467	1200.938178	1398.826978	1680.551326	1920.992155	1831.974486	2135.918407	2357.570924	2587.016762
GDP per capita (current US$)	NY.GDP.PCAP.CD	Poland	POL	6620.070424	7963.021208	8958.012422	11157.27319	13886.47243	11294.86775	12302.02992	13382.07215	12710.11783
GDP per capita (current US$)	NY.GDP.PCAP.CD	Portugal	PRT	17684.06738	18265.43187	19177.4259	21980.6853	23860.68105	22153.09543	21653.00142	22532.50772	20175.05991
GDP per capita (current US$)	NY.GDP.PCAP.CD	Puerto Rico	PRI	20698.07295	21670.02236	22641.82777	23369.05018	24623.50427	25497.15138	26106.38803	26733.76117	27677.52559
GDP per capita (current US$)	NY.GDP.PCAP.CD	Qatar	QAT	44051.65727	54228.83171	62920.64413	69166.96005	84812.64384	62527.63527	72773.3142	90804.66726	93825.30641
GDP per capita (current US$)	NY.GDP.PCAP.CD	Romania	ROM	3533.266078	4651.692261	5789.244137	8170.143463	9949.354828	8068.95673	8139.146673	9063.676031	8437.43383
GDP per capita (current US$)	NY.GDP.PCAP.CD	Russian Federation	RUS	4108.562327	5337.065324	6946.880998	9146.41636	11700.22112	8615.658757	10709.51196	13284.0326	14037.01545
GDP per capita (current US$)	NY.GDP.PCAP.CD	Rwanda	RWA	225.7513898	273.7470892	322.0379666	376.5202283	460.8973249	498.8454588	519.0223545	570.1668828	619.9270577
GDP per capita (current US$)	NY.GDP.PCAP.CD	Samoa	WSM	2094.629506	2291.030636	2502.211263	2693.792991	3128.727157	2712.407415	3075.651529	3361.961671	3619.689904
GDP per capita (current US$)	NY.GDP.PCAP.CD	San Marino	SMR	44976.36854	46193.67269	48757.89573	55556.96688	62188.92859				
GDP per capita (current US$)	NY.GDP.PCAP.CD	Sao Tome and Principe	STP	707.7886381	736.0783198	781.991277	882.9136217	1090.411383	1134.113593	1127.981667	1355.447344	1400.325245
GDP per capita (current US$)	NY.GDP.PCAP.CD	Saudi Arabia	SAU	10853.62751	13303.30974	14855.00096	16048.58205	19714.39514	16013.2804	19326.58255	24116.17413	25136.21482
GDP per capita (current US$)	NY.GDP.PCAP.CD	Senegal	SEN	732.281235	772.526793	807.9747355	947.8898048	1093.763799	1017.968601	998.5995764	1083.261675	1023.294355
GDP per capita (current US$)	NY.GDP.PCAP.CD	Serbia	SRB	3168.880708	3391.371076	3942.630985	5276.932421	6497.842768	5497.956698	5073.074945	5964.095198	5189.579379
GDP per capita (current US$)	NY.GDP.PCAP.CD	Seychelles	SYC	10173.57497	11086.89098	12014.41808	12155.70159	11123.00445	9707.265361	10805.09942	12289.2563	12782.73355
GDP per capita (current US$)	NY.GDP.PCAP.CD	Sierra Leone	SLE	290.4135258	317.9465763	357.4061037	398.4377298	452.6968027	435.109412	447.7533238	501.0232247	634.922793
GDP per capita (current US$)	NY.GDP.PCAP.CD	Singapore	SGP	27047.13995	29403.39246	33088.74934	38762.59348	39382.94832	37859.7942	45639.35243	51241.73968	52051.80877
GDP per capita (current US$)	NY.GDP.PCAP.CD	Sint Maarten (Dutch part)	SXM									
GDP per capita (current US$)	NY.GDP.PCAP.CD	Slovak Republic	SVK	10437.50991	11414.60536	12842.24858	15649.20474	18201.27352	16196.28137	16151.0909	17760.41438	16892.55198
GDP per capita (current US$)	NY.GDP.PCAP.CD	Slovenia	SVN	16944.18953	17854.63533	19405.93327	23441.00062	27015.08238	24051.03607	22897.93876	24478.34954	22058.7659
GDP per capita (current US$)	NY.GDP.PCAP.CD	Solomon Islands	SLB	819.3262838	881.9616184	950.0576082	1191.142463	1282.510575	1167.65267	1289.067051	1610.924286	1834.839705
GDP per capita (current US$)	NY.GDP.PCAP.CD	Somalia	SOM									
GDP per capita (current US$)	NY.GDP.PCAP.CD	South Africa	ZAF	4659.623355	5185.849388	5407.258649	5850.958488	5511.195079	5654.492378	7136.963299	7789.944597	7351.756648
GDP per capita (current US$)	NY.GDP.PCAP.CD	South Sudan	SSD					1674.048322	1245.038171	1526.917011	1844.300643	943.0432659
GDP per capita (current US$)	NY.GDP.PCAP.CD	Spain	ESP	24337.5105	25904.17315	27847.45096	31871.06845	34674.15952	31368.51076	29732.43795	31117.89747	28273.71958
GDP per capita (current US$)	NY.GDP.PCAP.CD	Sri Lanka	LKA	1063.160584	1242.40435	1423.477215	1614.41111	2013.911088	2057.113672	2400.015575	2835.991594	2923.209829
GDP per capita (current US$)	NY.GDP.PCAP.CD	St. Kitts and Nevis	KNA	10275.46966	10916.19012	12634.96332	13658.66039	14480.5888	13316.33949	12904.06685	13198.36438	14313.97432
GDP per capita (current US$)	NY.GDP.PCAP.CD	St. Lucia	LCA	5250.552921	5492.864914	6072.297574	6655.388333	6801.653363	6700.514448	6814.396924	7023.324363	6848.237633
GDP per capita (current US$)	NY.GDP.PCAP.CD	St. Martin (French part)	MAF									
GDP per capita (current US$)	NY.GDP.PCAP.CD	St. Vincent and the Grenadines	VCT	4813.329728	5070.682447	5610.608277	6278.984959	6403.602308	6154.220234	6172.582317	6291.264323	6515.217548
GDP per capita (current US$)	NY.GDP.PCAP.CD	Sudan	SDN	557.2210234	669.3966844	862.2867986	1083.457884	1253.112383	1190.793925	1422.368103	1537.598665	1580.004017
GDP per capita (current US$)	NY.GDP.PCAP.CD	Suriname	SUR	3007.925792	3590.541042	5198.270131	5753.178227	6855.182343	7450.232588	8320.64783	8236.202918	9376.495375
GDP per capita (current US$)	NY.GDP.PCAP.CD	Swaziland	SWZ	2211.09193	2339.289952	2636.185356	2690.647766	2616.946692	2693.516041	3093.53953	3274.387294	3041.850459
GDP per capita (current US$)	NY.GDP.PCAP.CD	Sweden	SWE	40261.12201	41040.66502	43948.61977	50558.39553	52730.77539	43639.54832	49359.86692	56755.33193	55039.5738
GDP per capita (current US$)	NY.GDP.PCAP.CD	Switzerland	CHE	50641.8372	51734.30389	54140.49815	59663.77026	68555.37187	65790.06735	70370.01637	83087.05284	78927.59791
GDP per capita (current US$)	NY.GDP.PCAP.CD	Syrian Arab Republic	SYR	1419.264181	1588.505672	1772.56033	2065.539632					
GDP per capita (current US$)	NY.GDP.PCAP.CD	Tajikistan	TJK	311.5502447	339.7644428	406.9634195	523.0606517	709.4374422	668.6205461	739.7378228	834.6405524	953.0058373
GDP per capita (current US$)	NY.GDP.PCAP.CD	Tanzania	TZA	349.6209315	374.9992699	369.4021499	421.3001839	503.6045469	504.2002377	524.6937886	530.3948552	608.7158943
GDP per capita (current US$)	NY.GDP.PCAP.CD	Thailand	THA	2478.817568	2689.953147	3143.235855	3737.717255	4118.401435	3978.905381	4802.662758	5192.118907	5479.76058
GDP per capita (current US$)	NY.GDP.PCAP.CD	Timor-Leste	TMP	471.0508001	487.3235855	456.0155909	534.1147003	643.652398	744.7271391	817.766621	959.5366874	1068.38931
GDP per capita (current US$)	NY.GDP.PCAP.CD	Togo	TGO	358.8603201	381.7820197	387.4198489	432.4844132	527.690899	514.7730045	503.1617885	569.4697158	574.1195223
GDP per capita (current US$)	NY.GDP.PCAP.CD	Tonga	TON	2400.288891	2622.949225	2912.882481	2943.268847	3369.211108	3075.816179	3546.77782	4046.11987	4493.720255
GDP per capita (current US$)	NY.GDP.PCAP.CD	Trinidad and Tobago	TTO	9985.215426	12405.05615	14162.80542	16591.39187	21282.79193	14557.01681	15561.84749	17686.72718	17436.50121
GDP per capita (current US$)	NY.GDP.PCAP.CD	Tunisia	TUN	3139.529118	3218.961081	3394.310288	3799.347874	4331.240807	4177.130224	4206.779922	4350.335976	4236.793631
GDP per capita (current US$)	NY.GDP.PCAP.CD	Turkey	TUR	5866.744702	7129.58488	7736.09839	9312.051871	10379.49195	8626.398166	10135.42092	10604.84015	10666.05568
GDP per capita (current US$)	NY.GDP.PCAP.CD	Turkmenistan	TKM	1455.93605	1706.956726	2140.455026	2606.741439	3918.917489	4059.973975	4392.719583	5724.541586	6797.734307
GDP per capita (current US$)	NY.GDP.PCAP.CD	Turks and Caicos Islands	TCA									
GDP per capita (current US$)	NY.GDP.PCAP.CD	Tuvalu	TUV	2232.604876	2252.896696	2353.403155	2768.434661	3094.684334	2763.18442	3238.496111	3993.651838	4044.189464
GDP per capita (current US$)	NY.GDP.PCAP.CD	Uganda	UGA	285.9641541	313.7989764	334.6391876	400.0427938	448.0668627	451.0815515	471.6772799	440.8015213	551.1559751
GDP per capita (current US$)	NY.GDP.PCAP.CD	Ukraine	UKR	1367.352433	1828.717626	2303.018831	3068.608998	3891.037823	2545.480341	2973.981709	3575.507325	3866.989792
GDP per capita (current US$)	NY.GDP.PCAP.CD	United Arab Emirates	ARE	40403.98817	43533.89178	45554.2194	44488.64986	46402.64477	33012.81512	34048.51735	39057.83706	41691.69503
GDP per capita (current US$)	NY.GDP.PCAP.CD	United Kingdom	GBR	37027.04412	38440.74097	40819.89591	46610.53107	43510.26278	35476.35254	36424.52901	39186.43841	38919.60036
GDP per capita (current US$)	NY.GDP.PCAP.CD	United States	USA	41928.88614	44313.58524	46443.8102	48070.38469	48407.07691	46998.82042	48357.68451	49853.68234	51748.56149
GDP per capita (current US$)	NY.GDP.PCAP.CD	Uruguay	URY	4117.649447	5221.673188	5879.340339	7012.535692	9067.504668	8995.692612	11520.2937	13723.92185	14702.80039
GDP per capita (current US$)	NY.GDP.PCAP.CD	Uzbekistan	UZB	465.1198869	546.7768502	642.9604146	830.4076942	1023.119641	1181.84736	1377.082143	1544.827688	1716.661763
GDP per capita (current US$)	NY.GDP.PCAP.CD	Vanuatu	VUT	1788.017092	1886.38831	2036.174187	2392.833398	2697.378926	2642.931499	2965.75121	3252.134993	3183.155758
GDP per capita (current US$)	NY.GDP.PCAP.CD	Venezuela, RB	VEN	4282.015326	5444.662518	6747.759125	8329.640488	11223.21131	11524.98053	13559.33182	10727.98257	12728.72685
GDP per capita (current US$)	NY.GDP.PCAP.CD	Vietnam	VNM	606.8946902	699.4878933	796.6543615	919.1808885	1164.563271	1232.369671	1333.583526	1543.02695	1755.265424
GDP per capita (current US$)	NY.GDP.PCAP.CD	Virgin Islands (U.S.)	VIR									
GDP per capita (current US$)	NY.GDP.PCAP.CD	West Bank and Gaza	WBG	1114.392564	1209.453855							
GDP per capita (current US$)	NY.GDP.PCAP.CD	Yemen, Rep.	YEM	707.3734732	831.8802898	923.5306472	1022.39393	1239.957221	1130.476401	1363.735831	1448.558399	1498.261568
GDP per capita (current US$)	NY.GDP.PCAP.CD	Zambia	ZMB	486.7424372	625.8537548	908.3817072	953.0787078	1175.351051	998.4404343	1224.953863	1408.561319	1462.887261
GDP per capita (current US$)	NY.GDP.PCAP.CD	Zimbabwe	ZWE	457.3841445	452.7890275	427.8343859	415.375482	345.4074343	475.8538049	568.4275419	663.6426223	714.2330072
